impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K21-140300,A648996,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A648996,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Puffle,Cat,4 MONTHS,Spayed Female,Domestic Shorthair,Black,9/22/2021 0:00,Received on,18900 block of  312TH AVE NE,DUVALL,WA,98019,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A648996,Image Copyright HLP Inc. 2021,"Received on: 2021-09-22<p/> Found Near: 18900 block of  312TH AVE NE<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K21-141234,A651280,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2339479,In Public Home,,Cat,Unknown<p/>,Unknown,American Shorthair,Unknown,10/1/2021 0:00,Date Found,TIMBERLANE  DIVISION 1,COVI,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2339479,Image Copyright HLP Inc. 2021,"Description: BLACK CAT WITH LARGE YELLOW EYES<p/>Age: Unknown<p/>Found Near: TIMBERLANE DIVISION 1, COVINGTON, KENT WA  98032<p/>Found Date: 10/01/2021<p/>",
K21-141424,A651741,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A651741,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Strudel,Dog,3 YEARS,Spayed Female,German Shepherd,Black,10/31/2021 0:00,Received on,26300 block of  104TH AVE SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A651741,Image Copyright HLP Inc. 2021,"Received on: 2021-10-31<p/> Found Near: 26300 block of  104TH AVE SE<p/> Description: Black Spayed Female German Shepherd Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K21-138665,A644678,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Kit,Cat,1 YEAR 3 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby,8/1/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A644678,Image Copyright HLP Inc. 2021,"Received on: 2021-08-01<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 3 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Kit and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on August 1, 2021.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>Current medical conditions are noted below.<p/><p/>1)  FeLV- Feline leukemia virus is transmitted to other cats through saliva and activities such as sharing water bowls, communal grooming and social contact.  Infection is lifelong and there is no cure.  Cats infected with feline leukemia virus typically live shorter lifespans, although with proper care and management, some cats can have a good quality of life.  Please refer to the information handout.<p/>",GREEN
K21-141408,A651692,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2342866,LOST,Kitsu,Cat,Over 1 year<p/>,Female,Domestic Longhair,Unknown,10/25/2021 0:00,Date Lost,1200 block of  E LAUREL ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2342866,Image Copyright HLP Inc. 2021,"Description: mostly black long hair female with tuxedo white chest approximately two years old<p/>Age: Over 1 year<p/>Location Lost: 1220 e laurel st Kent, Kent WA  98030<p/>Lost Date: 10/25/2021<p/>",
K21-141312,A651447,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2341125,LOST,Gizmo,Dog,Over 1 year<p/>,Male,Shih Tzu,Unknown,10/27/2021 0:00,Date Lost,129TH  PL SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2341125,Image Copyright HLP Inc. 2021,"Description: Gizmo has lumps on his tail wearing a red shirt<p/>Age: Over 1 year<p/>Location Lost: 129th pl se, Renton WA  98058<p/>Lost Date: 10/27/2021<p/>",
K21-141583,A652298,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2348050,In Public Home,,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Black / White,10/31/2021 0:00,Date Found,145TH  PL SE AND SE 16TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2348050,Image Copyright HLP Inc. 2021,"Description: Male, dark brown (almost black) and white.  Microchipped but contact information not up to date.  Name is Optimus Prime.<p/>Age: Over 1 year<p/>Found Near: 145th PL SE and SE 16th St, BELLEVUE WA  98007<p/>Found Date: 10/31/2021<p/>",
K21-141750,A652800,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652800,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,8 WEEKS,Female,Domestic Mediumhair,Brn Tabby,11/12/2021 0:00,Received on,3700 block of  S 144TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652800,Image Copyright HLP Inc. 2021,"Received on: 2021-11-12<p/> Found Near: 3700 block of  S 144TH ST<p/> Description: Brn Tabby Female Domestic Mediumhair Cat<p/> Age: 8 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141327,A651473,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unknown,Domestic Shorthair,Brn Tabby / White,10/27/2021 0:00,Received on,14400 block of  42ND AVE S,TUKWILA,WA,98168,TUKWILA,,,,Image Copyright HLP Inc. 2021,Received on: 2021-10-27<p/> Found Near: 14400 block of  42ND AVE S<p/> Description: Brn Tabby / White Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>,
K21-141339,A651513,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A651513,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Slinky,Cat,4 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,10/28/2021 0:00,Received on,9900 block of  14TH AVE S,SEATTLE,WA,98108,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A651513,Image Copyright HLP Inc. 2021,"Received on: 2021-10-28<p/> Found Near: 9900 block of  14TH AVE S<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K21-141492,A652046,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2344421,In Public Home,,Dog,Over 1 year<p/>,Male,Labrador Retriever,Brown,11/2/2021 0:00,Date Found,MARINE  HILLS NEIGHBORHOOD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2344421,Image Copyright HLP Inc. 2021,"Description: Chocolate lab or lab mix. Dark brown with white patches on chest and some greying around muzzle. Male, appears fixed.<p/>Age: Over 1 year<p/>Found Near: Marine Hills neighborhood, Federal Way WA  98003<p/>Found Date: 11/02/2021<p/>",
K21-140862,A650514,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2333244,In Public Home,,Cat,Under 1 year<p/>,Male,Domestic Mediumhair,Black / Brown,10/9/2021 0:00,Date Found,WHOLE  FOODS PARKING LOT REDMOND WA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2333244,Image Copyright HLP Inc. 2021,"Description: Black and white, young (guessing 6-9 months?) intact male. Very friendly, purrs a lot, loving. No microchip or collar.<p/>Age: Under 1 year<p/>Found Near: Whole Foods parking lot Redmond WA, Redmond WA  98053<p/>Found Date: 10/09/2021<p/>",
K21-141751,A652801,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652801,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,8 WEEKS,Female,Domestic Mediumhair,Brn Tabby,11/12/2021 0:00,Received on,3700 block of  S 144TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652801,Image Copyright HLP Inc. 2021,"Received on: 2021-11-12<p/> Found Near: 3700 block of  S 144TH ST<p/> Description: Brn Tabby Female Domestic Mediumhair Cat<p/> Age: 8 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141247,A651307,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2339800,LOST,Julian,Cat,Over 1 year<p/>,Male,Russian Blue,Unknown,10/21/2021 0:00,Date Lost,156TH  AVE NE,NEAR CROSSROADS,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2339800,Image Copyright HLP Inc. 2021,"Description: Male, neutered, has a white chest and streak down his abdomen.  Has a black collar with Bellevue Value Pet clinic rabies tag and two silver jingle bells.  Has yellowish-green eyes.  Weighs about 13#.  Very friendly.  About 3 years old.HeLikesChinRubs<p/>Age: Over 1 year<p/>Location Lost: 156th ave ne, near Crossroads mall, Bellevue WA  98007<p/>Lost Date: 10/21/2021<p/>",
K21-141758,A652811,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652811,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,11 WEEKS,Unknown,Domestic Mediumhair,White / Black,11/12/2021 0:00,Received on,10800 block of  SE KENT KANGLEY RD KENT,,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652811,Image Copyright HLP Inc. 2021,"Received on: 2021-11-12<p/> Found Near: 10800 block of  SE KENT KANGLEY RD KENT<p/> Description: White / Black Unknown Domestic Mediumhair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141107,A651059,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A651059,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Linda,Cat,7 YEARS,Spayed Female,Domestic Shorthair,Tortie,10/19/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A651059,Image Copyright HLP Inc. 2021,"Received on: 2021-10-19<p/> Description: Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 7 YEARS<p/> Adoption Fee: $15.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi there! My name is Linda and I am available for adoption.<p/><p/>I was brought in by my previous owner's son on October 19, 2021 because my owner passed away.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I am an independent kitty who likes to do my own thing, but I do enjoy chin and butt scratches!<p/><p/>",BLUE
K21-141394,A651665,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A651665,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Apple,Rabbit Sh,1 YEAR,Spayed Female,Rabbit Sh,White / Black,10/30/2021 0:00,Received on,17200 block of  3RD AVE NW,SHORELINE,WA,98133,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A651665,Image Copyright HLP Inc. 2021,"Received on: 2021-10-30<p/> Found Near: 17200 block of  3RD AVE NW<p/> Description: White / Black Spayed Female Rabbit Sh Rabbit Sh<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K21-141551,A652169,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652169,"Covington Petco 27111 167TH PL SE COVINGTON, WA 98042",Alice,Cat,4 YEARS,Spayed Female,Domestic Mediumhair,Brn Tabby / White,11/4/2021 0:00,Received on,7300 block of  BETTER WAY SE,SNOQUALMIE,WA,98065,SNOQUALMIE,47.534202,-121.839329,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652169,Image Copyright HLP Inc. 2021,"Received on: 2021-11-04<p/> Found Near: 7300 block of  BETTER WAY SE<p/> Description: Brn Tabby / White Spayed Female Domestic Mediumhair Cat<p/> Age: 4 YEARS<p/> Current Location: Covington Petco 27111 167TH PL SE COVINGTON, WA 98042<p/>",GREEN
K21-140927,A650675,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A650675,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Wicca,Cat,7 WEEKS,Female,Domestic Shorthair,Brn Tabby,10/13/2021 0:00,Received on,24500 block of  RUSSELL RD S,KENT,WA,98032,KENT,47.382778,-122.25942,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A650675,Image Copyright HLP Inc. 2021,"Received on: 2021-10-13<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141567,A652239,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652239,"Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042",Danke,Cat,14 WEEKS,Neutered Male,Domestic Shorthair,Gray / White,11/5/2021 0:00,Received on,20800 block of  108TH AVE SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652239,Image Copyright HLP Inc. 2021,"Received on: 2021-11-05<p/> Found Near: 20800 block of  108TH AVE SE<p/> Description: Gray / White Neutered Male Domestic Shorthair Cat<p/> Age: 14 WEEKS<p/> Current Location: Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042<p/>",BLUE
K21-141595,A652317,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2348231,In Public Home,,Cat,Over 1 year<p/>,Male,Siamese,White,10/27/2021 0:00,Date Found,15TH  AVENUE S & S HANFORD ST,SEATTLE,WA,98144,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2348231,Image Copyright HLP Inc. 2021,"Description: Not neutered male, grey and white, blue eyes<p/>Age: Over 1 year<p/>Found Near: 15th Ave S at Hanford, Seattle, Seattle WA  98144<p/>Found Date: 10/27/2021<p/>",
K21-141742,A652780,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652780,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,2 YEARS,Female,Alaskan Husky,Brown / Tan,11/12/2021 0:00,Received on,800 block of  2ND AVE N,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652780,Image Copyright HLP Inc. 2021,"Received on: 2021-11-12<p/> Found Near: 800 block of  2ND AVE N<p/> Description: Brown / Tan Female Alaskan Husky Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-140613,A649824,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2330199,LOST,Floki,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Unknown,10/2/2021 0:00,Date Lost,COVINGTON  ELEMENTARY SCHOOL AND 256TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2330199,Image Copyright HLP Inc. 2021,"Description: Grey tabby, skiddish, male neutered, microchipped<p/>Age: Over 1 year<p/>Location Lost: Covington Elementary School and 256th, Covington WA  98042<p/>Lost Date: 10/02/2021<p/>",
K21-141211,A651248,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2339191,LOST,Ophelia,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,10/17/2021 0:00,Date Lost,16700 block of  SE 251ST PL,COVINGTON,,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2339191,Image Copyright HLP Inc. 2021,"Description: Brown tabby with thicker black stripes also has white on chest<p/>Age: Over 1 year<p/>Location Lost: 16736 se 251st pl Covington 98042, COVINGTON WA  98042<p/>Lost Date: 10/17/2021<p/>",
K21-141524,A652092,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A652092,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mayflower,Cat,6 MONTHS,Spayed Female,Domestic Shorthair,Gray Tabby,11/3/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652092,Image Copyright HLP Inc. 2021,"Received on: 2021-11-03<p/> Description: Gray Tabby<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 6 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Mayflower and I am available for adoption.<p/><p/>I was brought in by my previous owner on November 3, 2021 because they had too many cats. <p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home once I get to know you.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K21-141480,A649486,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A649486,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Izzy,Dog,2 YEARS 1 MONTH,Spayed Female,Pit Bull,Gray / White,11/2/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A649486,Image Copyright HLP Inc. 2021,"Received on: 2021-11-02<p/> Description: Gray / White<p/>  Spayed Female Pit Bull Dog<p/> Age: 2 YEARS 1 MONTH<p/> Adoption Fee: $50.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Izzy and I am available for adoption.<p/><p/>I was brought in by my previous owner on September 29, 2021 because they could no longer care for me.<p/><p/>I am an insecure dog in general because I have lacked stability in my life. I'm looking for some humans who will give me the patience and TLC that I deserve. I would prefer a home with no other animals, so that you can spend all your time with me. <p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>My caregivers have noticed that I can be dog selective with other dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/><p/><p/><p/><p/>",BLUE
K21-140985,A650825,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2335152,LOST,Nibbler,Dog,Unknown<p/>,Female,Miniature Pinscher,Unknown,10/6/2021 0:00,Date Lost,SOUTH  152ND ST. INTERNATIONAL BLVD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2335152,Image Copyright HLP Inc. 2021,"Description: Jack russel min pin mix black and tan markings like a doberman. She is old and has hair loss on her back and tail. Her eyes are a bit cloudy<p/>Age: Unknown<p/>Location Lost: South 152nd St. International blvd, Tukwila WA  98188<p/>Lost Date: 10/06/2021<p/>",
K21-140625,A649834,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2330287,LOST,Tank,Dog,Under 1 year<p/>,Male,Pit Bull,Unknown,10/2/2021 0:00,Date Lost,12200 block of  56TH PL S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2330287,Image Copyright HLP Inc. 2021,"Description: He is white with red spots, he is a love bug extremely friendly he has a body harness on . He responds to his name.<p/>Age: Under 1 year<p/>Location Lost: 12278 56th pl s, SEATTLE WA  98178<p/>Lost Date: 10/02/2021<p/>",
K21-139271,A646288,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A646288,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Gracie,Dog,7 YEARS 2 MONTHS,Spayed Female,Pit Bull / Mix,Fawn,8/21/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A646288,Image Copyright HLP Inc. 2021,"Received on: 2021-08-21<p/> Description: Fawn<p/>  Spayed Female Pit Bull / Mix Dog<p/> Age: 7 YEARS 2 MONTHS<p/> Adoption Fee: $50.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Gracie and I am available for adoption. I was nominated as the Pet of the Week on October 12, 2021. This means that my adoption fee has been reduced. Please note that a pet license is a requirement and therefore a fee may be applied. This helps my safe return home should I become lost, and comes with additional benefits such as Vacation Pet Alert, Free Ride Home and more (visit our pet licensing page for more info)!<p/><p/>I was brought in by my previous owner on 8/21 because the landlord doesnt allow dogs.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/><p/>I am a very smart dog! At the shelter I am practicing how to ""sit"", ""stay"", ""come"", ""down"" and ""shake"".<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have observed that I might not get along with other dogs. I may do best as the only dog in my new home, or I may need a very slow introduction to other dogs.<p/><p/>I have been known to resource guard, meaning that I am displaying behavior that is intended to convince other dogs or humans to stay away from a particular treasure or ""resource."" The resource that I tend to guard is food and treats. If you take me home you will benefit from in home guidance to help to manage and improve this behavior.<p/><p/><p/>",RED
K21-141269,A651376,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2340332,In Public Home,,Dog,Over 1 year<p/>,Male,Akbash,White / Brown,10/25/2021 0:00,Date Found,CEDAR  RIVER DOG PARK,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2340332,Image Copyright HLP Inc. 2021,"Description: White with brown spots large dog. Teal collar with leaves on it. Black spot on tail.<p/>Age: Over 1 year<p/>Found Near: Cedar river dog park, RENTON WA  98056<p/>Found Date: 10/25/2021<p/>",
K21-141582,A652296,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2348027,LOST,Emma,Dog,Over 1 year<p/>,Female,Labrador Retriever,White,10/31/2021 0:00,Date Lost,16TH  ST NW AND 27TH AVE CT NW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2348027,Image Copyright HLP Inc. 2021,"Description: Platinum Yellow Labrador Retriever with pink and black nose. 60 lbs. Small white birthmark between second and third row of teats. Microchipped. <p/>Age: Over 1 year<p/>Location Lost: 16th St NW and 27th Ave Ct NW, Puyallup WA  98371<p/>Lost Date: 2021-10-31<p/>",
K21-141061,A650953,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2336152,LOST,Roxie,Dog,Over 1 year<p/>,Female,Australian Cattle Dog,Unknown,10/17/2021 0:00,Date Lost,FRAGER  RS S KENT,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2336152,Image Copyright HLP Inc. 2021,"Description: Short tail black coat with grey hairs black eye other covered in grey fur<p/>Age: Over 1 year<p/>Location Lost: frager rs s kent, kent WA  98032<p/>Lost Date: 10/17/2021<p/>",
K21-141450,A651862,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Mittsy,Cat,5 MONTHS,Female,Domestic Shorthair,Brn Tabby / White,11/1/2021 0:00,Received on,24500 block of  RUSSELL RD S,KENT,WA,98032,KENT,47.382778,-122.25942,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A651862,Image Copyright HLP Inc. 2021,Received on: 2021-11-01<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Brn Tabby / White Female Domestic Shorthair Cat<p/> Age: 5 MONTHS<p/> Current Location: In RASKC Foster Home <p/>,GREEN
K21-141547,A652162,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Smokey,Cat,4 WEEKS,Male,Domestic Shorthair,Gray / White,11/4/2021 0:00,Received on,36600 block of  48TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652162,Image Copyright HLP Inc. 2021,Received on: 2021-11-04<p/> Found Near: 36600 block of  48TH AVE S<p/> Description: Gray / White Male Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K21-141406,A651684,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2342818,LOST,Cosmo,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,10/29/2021 0:00,Date Lost,ROOSEVELT  AND 115TH ST NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2342818,Image Copyright HLP Inc. 2021,"Description: Brown and grey tabby with white feet. Blue eyes, and spotted tummy. 3 year old male, fixed. He is wearing a blue collar with tags and a bell, and is microchipped with up to date information.<p/>Age: Over 1 year<p/>Location Lost: Roosevelt and 115th St NE, Seattle WA  98125<p/>Lost Date: 10/29/2021<p/>",
